X,Y,Z,MD,TVD
2181399.197,492746.8096,-7101.967569,21055.66667,9128.967569
2181405.608,492715.8779,-7099.775036,21087.33333,9126.775036
2181412.241,492685.0167,-7097.270235,21119,9124.270235
2181418.982,492654.5197,-7094.784576,21150.33333,9121.784576
2181425.859,492624.0305,-7092.593383,21181.66667,9119.593383
2181432.871,492593.5524,-7090.696888,21213,9117.696888
2181440.077,492562.7638,-7089.019339,21244.66667,9116.019339
2181447.386,492531.9899,-7087.522099,21276.33333,9114.522099
2181454.797,492501.2323,-7086.205233,21308,9113.205233
2181462.207,492470.8087,-7085.116271,21339.33333,9112.116271
2181469.67,492440.3902,-7084.276926,21370.66667,9111.276926
2181477.185,492409.9788,-7083.687253,21402,9110.687253
2181484.707,492379.5654,-7083.319947,21433.33333,9110.319947
2181492.189,492349.1404,-7083.147684,21464.66667,9110.147684
2181499.63,492318.7048,-7083.17047,21496,9110.17047
2181507.206,492287.9596,-7083.304959,21527.66667,9110.304959
2181514.936,492257.2528,-7083.465242,21559.33333,9110.465242
2181522.82,492226.5852,-7083.651315,21591,9110.651315
2181526.93,492210.4345,-7083.751192,21607.66667,9110.751192
2181530.882,492194.244,-7083.841376,21624.33333,9110.841376
2181534.673,492178.0155,-7083.92186,21641,9110.92186
2181541.355,492148.7707,-7084.057995,21671,9111.057995
